Edad	RangoEdad	Sexo	EstadoCivil	TipoLocalidad	Comuna	Zona	Estrato	TipoVivienda	TiempoEnMedellin	PersonasConLasQueVive	AfiliacionSalud	NivelEstudio	Estudia	ValoracionOportunidadesDeLaCiudadParaEstudiar	ValoracionInstitucionEnHabilidadesDelMundoLaboral	ImpactoProfesoresEnLaVida	Trabaja	PercepcionOfertaLaboral	GastoSemanalTransporte	GastoSemanalRumba	GastoSemanalObligacionesFamiliares	EdadALaQueTuvoPrimerHijo	EdadPrimeraRelacionSexual	ConsumoDrogas	ConsumoCigarrillo	ConsumoLicor	FrecuenciaEjercicio	FrecuenciaLectura	ParticipacionMarchas	ActividadesComunitarias	ParticipacionVoluntariados	ParticipacionGrupoJuvenil
14	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Grado 5	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	10000	25000	0	No Aplica	13	No	No	Si	Casi Siempre	A veces	Si	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Menos de 1 ano	Vive solo	Subsidiado/ Sisben	Grado 11	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Si	Muy Mala	0	0	0	No Aplica	14	No	No	Si	A veces	A veces	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	Si	Muy favorable	Favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	10000	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
26	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	3 personas	Cotizante	Universitaria completa	No	Desfavorable	Favorable	Favorable	No	Muy Mala	20000	0	50000	No Aplica	15	No	No	Si	Casi nunca	Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	7 personas	Subsidiado/ Sisben	Grado 9	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	A veces	Siempre	No	No	No	No
20	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Ocupado (No es propio, ni paga arriendo, ni es prestado)	Menos de 1 ano	5 personas	Subsidiado/ Sisben	Grado 9	No	Muy favorable	Muy favorable	Muy favorable	Si	Nunca ha realizado	10000	0	100000	19	16	No	No	Si	Nunca	Siempre	No	No	No	Si
26	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Muy Mala	21000	0	60000	24	14	Si	Si	Si	A veces	Siempre	No	No	No	No
22	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Subsidiado/ Sisben	Tecnica Completa	No	Favorable	Favorable	Favorable	No	Mala	30000	50000	0	No Aplica	18	No	No	Si	Nunca	Siempre	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	De 5 a 10 anos	8 personas	Subsidiado/ Sisben	Grado 9	No	Favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Mala	30000	0	60000	16	15	No	Si	Si	Nunca	A veces	No	No	No	No
20	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Universitaria completa	Si	Ni favorable/ Ni desfavorable	Muy favorable	Favorable	No	Mala	50000	0	0	No Aplica	16	No	No	No	Casi nunca	Siempre	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Mas de 10 anos	5 personas	Beneficiario	Tecnica Completa	Si	Favorable	Muy favorable	Muy favorable	No	Buena	50000	0	0	No Aplica	18	No	No	Si	A veces	Casi nunca	No	No	No	Si
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 11	No	Favorable	Ni favorable/ Ni desfavorable	Muy desfavorable	Si	Ni buena/ Ni mala	0	0	0	No Aplica	16	Si	No	Si	Casi nunca	Casi Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	De 5 a 10 anos	3 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	20000	0	No Aplica	No Aplica	No	No	Si	A veces	Casi nunca	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 1 a 5 anos	6 personas	Subsidiado/ Sisben	Grado 11	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Ni buena/ Ni mala	0	0	30000	No Aplica	18	No	No	No	Siempre	Siempre	No	No	No	No
25	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 1 a 5 anos	2 personas	Subsidiado/ Sisben	Tecnica Completa	No	Muy desfavorable	Favorable	Muy favorable	No	Muy Mala	0	0	50000	No Aplica	20	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Menos de 1 ano	2 personas	Beneficiario	Grado 6	No	Desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Muy Mala	0	0	0	No Aplica	11	Si	Si	Si	Nunca	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	De 5 a 10 anos	8 personas	Beneficiario	Grado 7	No	Muy desfavorable	Muy desfavorable	Muy favorable	No	Muy Mala	10000	100000	0	No Aplica	13	No	No	Si	Nunca	Nunca	No	No	No	No
26	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Tecnica Completa	No	Muy desfavorable	Muy desfavorable	Favorable	Nunca he trabajado	Muy Mala	8000	0	0	No Aplica	23	No	No	No	Casi Siempre	Siempre	No	No	No	No
23	22-26	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Menos de 1 ano	3 personas	Cotizante	Universitaria completa	No	Desfavorable	Muy favorable	Favorable	Si	Muy Mala	6000	0	90000	16	18	No	No	Si	A veces	Siempre	No	No	No	No
24	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	2 personas	Cotizante	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Favorable	Muy favorable	No	Muy buena	25000	0	0	No Aplica	17	No	No	No	Nunca	Siempre	Si	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	2 personas	Beneficiario	Grado 11	Si	Desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Buena	0	20000	40000	No Aplica	14	Si	Si	Si	A veces	A veces	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Siempre	Vive solo	Beneficiario	Grado 11	Si	Muy favorable	Muy favorable	Ni favorable/ Ni desfavorable	Si	Buena	0	0	30000	No Aplica	19	No	No	Si	A veces	A veces	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	6 personas	Beneficiario	Tecnica Completa	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Buena	20000	30000	0	No Aplica	16	Si	Si	Si	A veces	A veces	No	Si	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Favorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Buena	0	0	0	No Aplica	12	Si	No	Si	A veces	A veces	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	10000	0	0	No Aplica	No Aplica	No	Si	Si	A veces	A veces	Si	Si	Si	Si
15	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 1 a 5 anos	5 personas	Beneficiario	Grado 8	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	Si	Si	A veces	A veces	Si	Si	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	5 personas	Beneficiario	Grado 8	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	No	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	A veces	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	3 personas	Beneficiario	Grado 7	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	Si	No	Si
23	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 1	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 6	No	Ni favorable/ Ni desfavorable	Favorable	Muy favorable	Si	Muy buena	6000	0	70000	14	10	Si	Si	Si	A veces	A veces	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Prestado por un familiar o amigo	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Muy Mala	20000	40000	0	No Aplica	16	No	Si	Si	Casi Siempre	A veces	Si	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Prestado por un familiar o amigo	De 5 a 10 anos	7 personas	Beneficiario	Grado 8	Si	Muy favorable	Desfavorable	Favorable	No	Muy Mala	20000	0	0	No Aplica	No Aplica	No	No	Si	Casi nunca	Casi Siempre	No	No	No	Si
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 9	Si	Muy favorable	Desfavorable	Ni favorable/ Ni desfavorable	No	Muy Mala	20000	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	A veces	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tu propiedad	Siempre	6 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Favorable	Muy favorable	Muy favorable	No	Muy buena	35000	20000	0	No Aplica	14	No	Si	Si	Casi Siempre	Casi Siempre	No	No	Si	Si
18	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Muy favorable	Favorable	Muy favorable	Nunca he trabajado	Muy buena	6000	50000	0	No Aplica	15	No	No	Si	Casi nunca	Casi Siempre	No	No	No	No
24	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Tecnica Completa	No	Ni favorable/ Ni desfavorable	Favorable	Muy favorable	No	Mala	35000	40000	0	No Aplica	16	Si	Si	Si	A veces	Siempre	No	No	No	No
19	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Favorable	Ni favorable/ Ni desfavorable	Muy desfavorable	Nunca he trabajado	Buena	30000	0	0	19	15	No	No	Si	Casi Siempre	Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	7 personas	Beneficiario	Grado 8	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	13	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	70000	0	No Aplica	12	No	Si	Si	Siempre	Nunca	Si	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Cotizante	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Buena	0	100000	0	No Aplica	15	No	No	Si	Siempre	A veces	Si	Si	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	5 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Buena	10000	30000	0	No Aplica	14	Si	Si	Si	A veces	A veces	No	No	No	No
24	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	De 1 a 5 anos	5 personas	Beneficiario	Grado 10	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Mala	10000	0	0	No Aplica	13	Si	Si	Si	A veces	A veces	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	3 personas	Beneficiario	Tecnica Completa	Si	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	No	Buena	40000	0	0	No Aplica	15	Si	Si	Si	Casi nunca	A veces	No	No	No	No
26	22-26	Mujer	Casado(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	20000	0	50000	18	12	No	Si	Si	A veces	A veces	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Grado 11	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Buena	20000	10000	0	No Aplica	14	Si	Si	Si	Casi Siempre	A veces	Si	No	No	Si
21	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	6 personas	Beneficiario	Tecnica Completa	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	Si	Buena	30000	50000	0	No Aplica	16	Si	Si	Si	A veces	A veces	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Muy favorable	Si	Buena	10000	30000	0	No Aplica	15	No	No	Si	A veces	A veces	No	No	No	No
25	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	6 personas	Cotizante	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Desfavorable	Si	Buena	40000	0	0	No Aplica	17	No	No	Si	A veces	A veces	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Grado 11	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	No	Ni buena/ Ni mala	20000	0	0	No Aplica	16	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	6 personas	Cotizante	Grado 9	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	Si	Buena	40000	20000	0	No Aplica	14	Si	Si	Si	A veces	A veces	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Cotizante	Tecnica Completa	No	Muy favorable	Muy favorable	Favorable	Si	Ni buena/ Ni mala	15000	0	80000	No Aplica	17	Si	Si	Si	A veces	A veces	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tu propiedad	Siempre	7 personas	Beneficiario	Grado 10	Si	Muy favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	60000	0	No Aplica	13	No	Si	No	Siempre	Casi nunca	No	No	No	No
23	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	2 personas	Beneficiario	Grado 11	No	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	30000	0	150000	20	15	No	Si	Si	A veces	A veces	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tu propiedad	Siempre	7 personas	Beneficiario	Grado 11	No	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tu propiedad	Siempre	4 personas	Beneficiario	Grado 6	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	15000	20000	0	No Aplica	11	No	No	Si	A veces	Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	4 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	20000	0	0	No Aplica	14	No	No	Si	Casi nunca	Casi Siempre	No	No	No	Si
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tu propiedad	Siempre	3 personas	Beneficiario	Grado 7	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	0	10000	0	No Aplica	14	No	No	Si	A veces	Casi Siempre	No	No	No	No
26	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Favorable	Muy favorable	Ni favorable/ Ni desfavorable	No	Buena	20000	0	0	No Aplica	20	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 10	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	10000	0	No Aplica	No Aplica	No	No	Si	A veces	Casi Siempre	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	20000	0	0	No Aplica	14	Si	No	Si	Casi nunca	Casi nunca	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Mas de 10 anos	4 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Buena	0	0	0	No Aplica	17	No	No	Si	Casi Siempre	A veces	No	No	No	Si
26	22-26	Hombre	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	De 5 a 10 anos	3 personas	Beneficiario	Universitaria Incompleta o en curso	No	Muy favorable	Muy favorable	Muy favorable	No	Mala	6000	0	150000	23	14	No	No	No	Casi Siempre	Casi Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	4 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Favorable	Desfavorable	Nunca he trabajado	Mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	Nunca	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	De 5 a 10 anos	10 personas	Beneficiario	Grado 7	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	16	No	No	Si	A veces	Casi nunca	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	Si	Ni buena/ Ni mala	0	0	0	No Aplica	16	No	No	No	Nunca	Siempre	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	3 personas	Beneficiario	Grado 11	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	Siempre	No	No	No	No
19	18-21	Hombre	Casado(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Muy favorable	Muy favorable	Favorable	Si	Buena	50000	50000	100000	No Aplica	15	No	No	Si	A veces	Siempre	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Prestado por un familiar o amigo	Siempre	9 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	30000	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	Si
26	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	6 personas	Ninguno	Tecnica incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Favorable	Muy favorable	Si	Mala	0	0	0	No Aplica	20	No	No	No	Casi Siempre	Casi nunca	No	No	No	No
23	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 11	No	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	0	0	80000	16	15	No	No	No	Nunca	Nunca	No	No	No	No
23	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Prestado por un familiar o amigo	Siempre	7 personas	Beneficiario	Universitaria Incompleta o en curso	No	Favorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	No	Mala	0	0	0	17	15	No	No	No	Casi nunca	Casi nunca	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Siempre	Vive solo	Subsidiado/ Sisben	Grado 10	Si	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Si	Mala	0	60000	0	No Aplica	13	No	No	Si	Casi nunca	Casi nunca	Si	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Si	Mala	0	50000	0	No Aplica	15	No	No	No	Siempre	A veces	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	5 personas	Beneficiario	Grado 9	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	A veces	Nunca	No	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	4 personas	Beneficiario	Grado 11	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy Mala	0	0	0	No Aplica	15	No	Si	Si	Casi Siempre	Casi Siempre	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 1	Alquilado	Siempre	Vive solo	Subsidiado/ Sisben	Grado 5	Si	Favorable	Favorable	Favorable	Si	Muy buena	35000	60000	11000	16	13	Si	Si	Si	Siempre	Siempre	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 1	Alquilado	Menos de 1 ano	Vive solo	Ninguno	Grado 5	No	Muy favorable	Ni favorable/ Ni desfavorable	Favorable	Si	Ni buena/ Ni mala	0	0	60000	20	16	No	No	Si	Casi nunca	Nunca	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Beneficiario	Grado 11	Si	Favorable	Muy favorable	Muy favorable	Si	Buena	30000	10000	0	No Aplica	16	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 1	Alquilado	Menos de 1 ano	7 personas	Beneficiario	Grado 5	Si	Favorable	Favorable	Favorable	Si	Buena	35000	0	40000	No Aplica	10	No	No	Si	Nunca	Nunca	No	No	No	No
19	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 1	Alquilado	Siempre	6 personas	Subsidiado/ Sisben	Grado 5	No	Favorable	Favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	30000	18	13	No	Si	Si	Nunca	Nunca	No	No	No	No
